TYPE	WHO	LANGID	BORN PLACE	WEAPONS	FLOWERS	INSTRUMENTS	INSECTS	PLEASANT	UNPLEASANT
original	anonymous	de5	Sankt Wendel, Germany 	Bogen, Axt, Pistole, Gewehr, Schwert, Dolch, Katana, Wurfsterne, Schrotflinte, Büchse, Revolver, Keule, Streithammer, Messer, Sense, Speer, Rakete, Bombe, Pfeil, Lanze, Landmine, Giftgas, Schlagring, Schlagstock, Taser	Ringelblume, Osterglocke, Schneeglöckchen, Margeriten, Veilchen, Lilie, Rose, Tulpe, Pfingstrose, Hortensie, Stiefmütterchen, Butterblume, Gänseblümchen, Löwenzahn, Nelke, Jasmin, Heidekraut, Maiglöckchen, Krokus, Hyazinthe, Löwenmaul, Trompetenblume, Mohn, Gemeine Wegwarte, Magnolie	Violine, Viola, Kontrabass, Cello, Bass, Cembalo, Piano, Oboe, Zither, Mundharmonika, Blockflöte, Queerflöte, Bratsche, Schlagzeug, Triangel, Posaune, Trompete, Jagdhorn, Tuba, Glockenspiel, Harfe, Schifferklavier, Orgel, Gitarre, Saxophon 	Raupe, Fliege, Marienkäfer, Borkenkäfer, Hirschkäfer, Fruchtfliege, Maikäfer, Wespe, Hornisse, Biene, Glühwürmchen, Stechmücke, Silberfischchen, Motte, Ameise, Kellerassel, Wanze, Zecke, Hummel, Schwebefliege, Schabe, Kakerlake, Mehlkäfer, Regenwurm, Libelle	Liebe, Geborgenheit, Gemeinschaft, Sicherheit, Familie, Freundschaft, Zugehörigkeit, Heimatverbundenheit, Stolz sein, freundlich, Zuverlässigkeit, Loyalität, Vertrauen, Leidenschaft, Romantik, Freizeit, Feierabend, Urlaub, Besuch, Ausflüge, Entspannung, Ehe, Lebensgemeinschaft, Hobby, Sport	Leid, Verrat, Vorurteile, Hass, Angst, Wut, Unsicherheit, Abgeschlagenheit, Traurigkeit, Verzweiflung, Trauer, Einsamkeit, Arbeit, Frust, Fremdscham, Unverständnis, Uneinsichtig sein, Lügen, Unaufrichtigkeit, schlechte Gesundheit, Schmerz, Hybris, Depression, Ekel, Ablehnung 
original	anonymous	de6	Saarbrücken, Germany 	Messer, Klinge, Sense, Schusswaffen, Revolver, Pistole, Gewehr, Schrotflinte, Granate, Luftgewehr, Sturmgewehr, Bombe, Cyberattacke, Stumpfe Gegenstände, Schläger, Brecheisen, Hammer, Pfeil und Bogen, Stock, Stein, Fäuste, Peitsche, Harpune, Pfeile, Machete 	Gänseblümchen, Margeriten, Disteln, Gerbera, Hortensien, Hyazinthen, Lavendel, Lilien, Narzissen, Nelken, Orchideen, Löwenzahn, Pfingstrosen, Rosen, Stiefmütterchen, Sonnenblumen, Tulpen, Maiglöckchen, Veilchen, Flieder, Butterblume, Krokus, Mohnblume, Schneeglöckchen, Chrysanthemen	Trompete, Tuba, Blockflöte, Querflöte, Gitarre, E-Gitarre, Bass-Gitarre, Schlagzeug, Tamburin, Triangel, Becken, Cello, Geige, Horn, Posaune, Klarinette, Klavier, Akkordeon, Trommel, Harfe, Kontrabass, Violine, Keyboard, Saxophon, Violoncello	Marienkäfer, Ohrenschleifer, Kellerassel, Maikäfer, Stechmücke, Biene, Wespe, Fliege, Tausendfüßler, Spinne, Weberknecht, Ameise, Heuschrecke, Libelle, Mücke, Schabe, Schmetterling, Hummel, Zecken, Blattläuse, Wanzen, Kakerlake, Laus, Käfer, Fruchtfliege 	Essen mit Familie, Treffen mit Freunden, Kino, Schwimmbadbesuch, Freundschaft, Liebe, Zusammenhalt, Solidarität, Frieden, Akzeptanz, Hilfsbereitschaft, Empathie, Sonnenschein, Urlaub am Meer, gute Unterhaltungen, Zufriedenheit, Glück, Aufrichtigkeit, Ehrlichkeit, Überraschungen, Entspannung, Kreativität, Geduld, Zugehörigkeit, Durchhaltevermögen	Hass, Neid, Krieg, schlechtes Wetter, lange Warteschlangen, Unfreundlichkeit, Stress, Druck, Gleichgültigkeit, Hinterhältigkeit, Überraschungen, Corona-Pandemie, Streit, Gewalt, Vorurteile, Ungeduld, Zeit, Einsamkeit, Betrug, Lügen, Ideenlosigkeit, Überforderung, Eifersucht, Ungerechtigkeit, Ungepflegtheit 
original	anonymous	de7	Riegelsberg, Germany 	Katana, Kusarigama, Tetsubo, Shuriken, Makibishi, Tonfa, Kunai, Odachi, Streitkolben, Langschwert, Dolch, Kettensäge, Langbogen, Kurzbogen, Wurfspeer, Hellebarde, Armbrust, Morgenstern, M4A1, P90, Desert Eagle, Drahunov, MP7, RPG7, Glock 19	Lilie, Rose, Sonnenblume, Tulpe, Veilchen, Gänseblümche, Aster, Distel, Orchideen, Anemone, Aloe Vera, Tränendes Herz, Schneeglöckchen, Johanniskraut, Gras, Kuckucksblume, Maiglöckchen, Edelweiß, Freesie, Mohn, Narzisse, Osterglocke, Schlüsselblume, Nelke, Rittersporn	Xylophone, Banjo, Ukulele, E-Gitarre, Akkustische Gitarre, Bass, Schlagzeug, Triangel, Tuba, Klavier, Flügel, Orgel, Keyboard, Mandoline, Saxophon, Gong, Trompete, Hafe, Querflöte, Blockflöte, Bongos, Violine, Okarina, Oboe, Klarinette	Feuerameise, Biene, Wespe, Hornisse, Hummel, Schmetterling, Stechmücke, Raupe, Libelle, Heuschrecke, Fliege, Wasserassel, Rückenschwimmer, Wasserläufer, Larve, Wanze, Laus, Floh, Deutsche Schabe, Küchenschabe, Tiger-Schmetterling, Ritterfalter, Weißlinge, Birkenspanner, Ohrwurm	Dinos, Pinguine, Filme, Spiele, Gesundheit, Wiedersehen, Lagerfeuerlied, Hamster, Hunde, Katzen, Frieden, Trinken, Essen, Freiheit, Recht, Demokratie, Brücken, Musik, Bücher, Wissen, Wiederherstellung, Mathematik, Sport, Naturwissenschaften, Sprachen	Krieg, Hass, Fehlgeburten, Krankheit, Tod, Verderben, Unlustige Witze, Hoffnungslosigkeit, Verzweiflung, Einsamkeit, Dummheit, Rassismus, Aus, Verhungert, Verdunstet, Verzweifelt, Verschwendung, Zerstörung,  Zwangsarbeit, Konzentrationslager, Machtlosigkeit, Schmerzen, Getrennt, Negativ, Leiche
original	anonymous	de10	Munich, Germany	Säbel, Degen, Florett, Dolch, Krummsäbel, Morgenstern, Lanze, Spieß, Muskete, Kanone, Pistole, Gewehr, Maschinengewehr, Panzer, Revolver, Handgranate, Atombombe, Wasserstoffbombe, Düsenjäger, Bomber, Kampfhubschrauber, U-Boot, Langstreckenrakete, Drohne, Sprengfalle	Gänseblümchen, Margerite, Veilchen, Schneeglöckchen, Hasenglöckchen, Löwenzahn, Märzenbecher, Tulpe, Rose, Heckenrose, Kletterrose, Vergissmeinnicht, Akelei, Wilder Salbei, Dotterblume, Geranie, Glockenblume, Enzian, Hortensien, Klatschmohn, Huflattich, Leimblume, Leinblume, Fingerhut, Orchidee	Gitarre, Mandoline, Mandola, E-Gitarre, E-Bass, Laute, Zither, Cister, Theorbe, Flöte, Querflöte, Blockflöte, Längsflöte, Harfe, Geige,  Bratsche, Cello, Gambe, Kontrabass, Trompete, Posaune, Horn, Flügelhorn, Tuba, Orgel	Ameise, Laufkäfer, Kakerlake, Termite, Waldameise, Mehlwurm, Motte, Zitronenfalter, Tagpfauenauge, Wanze, Floh, Schildwanze, Tausendfüßler, Schwarzer Moderkäfer, Kohlweißling, Marienkäfer, Maikäfer, Hirschkäfer, Borkenkäfer, Biene, Wespe, Fliege, Hummel, Hornisse, Florfliege	Liebkosungen, Getränke, Speisen, Autos, Schriften, Erfindungen, Gefühle, Pflanzen, Tiere, Musikstile, Architekturstile, Theaterstücke, Philosophien, Farben, Vögel,. Berge, Bäume, Witze, Schreibwerkzeige, Meere, Fische, Elemente, Sportarten, Gewürze, Sexstellungen	Dummheiten, Sünden, Verletzuungen, Todesarten, Feinde, Verschmutzungen, Verunglimpfungen, Lügen, Betrug, Weltverbesserungen, Naturkatastrophen, Unfälle, Pflichten, Rassen, Kunststoffe, Soziale Medien, Kriege, Helden, Kotkonsistenzen, Verbrechen, Zeitverschwendungen, Machthaber, Schädlinge, Steuern, Werbung
original	anonymous	de11	Schmelz, Germany	Taschenmesser, Küchenmesser, Schlachtermesser, Beil, Degen, Florett, Säbel, Pistole, Revolver, Armbrust, Maschinengewehr, Luftgewehr, Gewehr, Schrotflinte, Maschinenpistole, Pfeil (Bogen), Speer, Pfeil (Blasrohr), Machete, Schleuder, Morgenstern, Handgranate, Teaser, Reizgas, Auto 	Rose, Nelke, Tulpe, Butterblume, Narzisse, Gänseblümchen, Löwenzahn, Glockenblume, Schneeglöckchen, Krokus, Lavendel, Rosmarin, Thymian, Vergissmeinnicht, Fleißiges Lieschen, Kornblume, Aster, Sonnenblume, Dahlie, Fuchsie, Stiefmütterchen, Adventsstern, Veilchen, Hyazinthe, Primel	Geige, Bratsche, Cello, Bass, Gitarre, Bassgitarre, Schlagzeug, Klavier, Keyboard, Orgel, Xylophon, Vibraphon, Trompete, Posaune, Saxophon, Susaphon, Querflöte, Blockflöte, Harfe, Klarinette, Oboe, Fagott, Synthesizer, Akkordeon, Schalmei	Weberknecht, Kreuzspinne, Schwarze Witwe, Gottesanbeterin, Hausfliege, Schmeißfliege, Stechmücke, Hummel, Erdbiene, Honigbiene, Wespe, Holzbiene, Heupferd, Heimchen, Libelle, Kellerassel, Silberfischchen, Ohrenschleifer, Zitronenfalter, Admiral, Kohlweißling, Tagpfauenauge, Hornisse, Marienkäfer, Kartoffelkäfer	Sex, Essen, Wein, Bier, Crémant, Fernsehen, Konzert, Wandern, Spaziergang, Vortrag, Familienfest, Reise, Erfolg, Sport, Einladung, Freunde, Ausstellung, Besuche, Verwandte, Kinder, Parties, Kollegen, Konferenzen, Lesungen, Weinprobe	Arztbesuch, Krankenhausbesuch, Patientenbesuch, Steuererklärung, Versicherungen, Beerdigungen, Hunger, Durst, Kälte, Hitze, Drängelei, Unfreundlichkeit, Unverschämtheit, Rücksichtlosigkeit, Arroganz, Überheblichkeit, Schläge, Respektlosigkeit, Ignoranz, Dummheit, Inkompetenz, Selbstüberschätzung, Unreife, Arglist, Neid
original	anonymous	de12	Kaiserslautern, Germany 	Pistole, Gewehr, Revolver, Messer, Dolch, Schwert, Degen, Morgenstern, Speer, Pfeil, Bogen, Peitsche, Maschinengewehr, Maschinenpistole, Bombe, Granate, Stichwaffe, Säbel, Axt, Beil, Kettensäge, Wurfbeil, Korb, Streitkolben, Bügel	Gänseblümchen, Rose, Tulpe, Flieder, Lavendel, Nelke, Orchidee, Narzisse, Pfingstrose, Heidekraut, Erika, Geranie, Hängegeranie, Lilie, Petunie, Anemone, Veilchen, Vergissmeinnicht, Maiglöckchen, Edelweiß, Gerbera, Gladiole, Mohn, Hyazinthe, Krokus	Cello, Geige, Bratsche, Kontrabass, Gitarre, Tuba, Trompete, Horn, Waldhorn, Posaune, Saxophon, Klavier, Cembalo, Leier, Querflöte, Blockflöte, Triangel, Schlagzeug, Bongo, Glockenspiel, Xylofon, Panflöte, Keyboard, Akkordeon, Zither	Marienkäfer, Maikäfer, Junikäfer, Ameise, Kakerlake, Schabe, Assel, Motte, Schmetterling, Mistkäfer, Hirschkäfer, Moskito, Fruchtfliege, Mücke, Bremse, Biene, Wespe, Hummel, Hornisse, Libelle, Wanze, Laus, Floh, Heuschrecke, Gottesanbeterin	Freude, Spaß, Tanz, Feier, froh, Liebe, Familie, Freunde, lustig, verliebt, Hilfe, Natur, Sonne, Sommer, schön, Strand, Urlaub, Freiheit, Frieden, geborgen, familiär, Reise, Zusammenhalt, Kunst, Kultur	Hass, Mord, Verbrechen, Trauer, traurig, Tod, Rassismus, Krieg, eklig, Ekel, gefangen, Sexismus, Demütigung, Mobbing, Homophobie, Angst, ängstlich, besorgt, Armut, obdachlos, Misshandlung, krank, Anschläge, Waffen, Antisemitismus
original	anonymous	de13	Sindelfingen, Germany 	Pistole, Gewehr, Messer, Katapult, Steinschleuder, Schlagring, Schwert, Degen, Beil, Bombe, Atombombe, Munition, Maschinenpistole, Maschinengewehr, Panzer, Panzerfaust, Lanze, Pfeil, Wurfstern, Bazooka, Klappmesser, Handgranate, Tretmine, Splittergranate, Mörsergranate	Rose, Nelke, Lilie, Tulpe, Margerite, Orchidee, Stiefmütterchen, Vergissmeinnicht, Dahlie, Sonnenblume, Pfingstrose, Krokus, Narzisse, Hyazinthe, Veilchen, Butterblume, Gerbera, Geranie, Herbstzeitlose, Kornblume, Klatschmohn, Weihnachtsstern, Ringelblume, Schafgarbe, Chrysantheme	Cello, Geige, Bratsche, Kontrabass, Klavier, Oboe, Fagott, Klarinette, Waldhorn, Tuba, Posaune, Saxophon, Harfe, Orgel, Schlagzeug, Triangel, Pauke, Vibraphon, Gitarre, Banjo, Ukulele, Akkordeon, Querflöte, Xyolophon, Trompete	Schmetterling, Marienkäfer, Hirschkäfer, Maikäfer, Kakerlake, Küchenschabe, Silberfischchen, Stechmücke, Stubenfliege, Biene, Wespe, Bremse, Zitronenfalter, Admiral, Lebensmittelmotte, Kleidermotte, Libelle, Pferdebremse, Grashüpfer, Gottesanbeter, Mistkäfer, Blattlaus, Ameise, Waldameise, Stabheuschrecke	Sonnenschein, Geborgenheit, Ruhe, Gelassenheit, Liebe, Freundschaft, Freizeit, Schönheit, Vergnügen, Farbe, Symmetrie, Frieden, Natur, Schlaf, Gemütlichkeit, Spaziergang, Muße, Lachen, Entspannung, Kaffee, Kuchen, Optimismus, Glück, Zuversicht, Vertrauen	Stress, Unruhe, Hass, Trauer, Sorge, Bedenken, Depression, Krieg, Anspannung, Eile, Chaos, Leid, Zerstörung, Krach, Betrug, Hinterhalt, Streit, Trauma, Belästigung, Aufdringlichkeit, Misstrauen, Verrat, Scham, Einsamkeit, Verlust
original	anonymous	de14	St. Ingbert, Germany 	Gewehr, Pistole, Maschinengewehr, Kanone, Rakete, Bombe, Kalaschnikow, Sturmgewehr, Schrotflinte, Maschinenpistole, Handgranate, Molotow-Cocktail, Hammer, Axt, Laserwaffe, Revolver, Handfeuerwaffe, Morgenstern, Pfeil, Schwert, Dolch, Tranchiermesser, Springmesser, Nuklearwaffe, Jagdgewehr	Kornblume, Rose, Tulpe, Nelke, Pfingstrose, Gänseblümchen, Veilchen, Vergissmeinnicht, Krokus, Narzisse, Maiglöckchen, Mohnblume, Hyazinthe, Orchidee, Seerose, Enzian, Edelweiß, Geranie, Osterglocke, Gerbera, Lilie, Schlüsselblume, Schneeglöckchen, Aster, Ringelblume	Querflöte, Altflöte, Piccoloflöte, Blockflöte, Saxofon, Kontrabass, Cello, E-Gitarre, Akustikgitarre, Schlagzeug, E-Bass, Keyboard, Orgel, Triangel, Xylophon, Violine, Horn, Violoncello, Klavier, Akkordeon, Tamburin, Trommel, Kastagnetten, Posaune, Trompete	Stechmücke, Schnake, Marienkäfer, Kartoffelkäfer, Borkenkäfer, Biene, Hummel, Hornisse, Wespe, Schmetterling, Libelle, Zecke, Fliege, Ameise, Hirschkäfer, Maikäfer, Junikäfer, Heuschrecke, Zikade, Grille, Motte, Grashüpfer, Gottesanbeterin, Wanze, Schabe	Sonne, Glück, Liebe, Gesundheit, Tiere, Natur, Wiese, Sommer, Weihnachten, Essen, Schnee, Ferien, Eis, Urlaub, Meer, Strand, freundlich, nett, großzügig, hilfsbereit, lustig, Spaß, Sterne, Musik, Frieden	Krieg, Depression, Trauer, Leid, Zerstörung, Hungersnot, Armut, Mord, Tod, Hass, Kälte, Schmerz, hässlich, gemein, böse, hinterhältig, niederträchtig, Katastrophe, Brand, Erdbeben, Seuche, Pest, Pandemie, Krankheit, Krebs
original	anonymous	de15	Landstuhl, Germany	Sturmgewehr, Messer, Schrottflinte, Fäuste, Pistole, Luftgewehr, Bombe, Maschinenpistole, Granatenwerfer, Revolver, Armbrust, Schwert, Dolch, Pfeil, Katapult, Steine, Verstand, Hacke, Stock, Handgranate, Axt, Keule, Speer, Morgenstern	Rose, Orchidee, Maiglöckchen, Gerbera, Gladiole, Sonnenblume, Tulpe, Hyazinthe, Narzisse, Krokus, Osterglocke, Schneeglöckchen, Lilie, Nelke, Aster, Chrysantheme, Dahlie, Petunie, Primel, Gänseblümchen, Kornblume, Margerite, Vergissmeinnicht, Calla, Christrose	Cello, Geige, Flöte, Klavier, Schlagzeug, Gitarre, Bratsche, Kontrabass, Querflöte, Bass, Ukulele,  Horn, Posaune, Saxophon, Harfe, Trompete, Klarinette, Akkordeon, Tuba, Orgel, Cembalo, Trommel, Cajón, Laute, Panflöte	Spinne, Maikäfer, Schmetterling, Biene, Libelle, Heuschrecke, Ameise, Zikade, Laus, Mücke, Schabe, Schnecke, Wespe, Wanze, Blattkäfer, Borkenkäfer, Spinne, Maikäfer, Schmetterling, Biene, Libelle, Heuschrecke, Ameise, Zikade, Laus	Sonnenschein, Meer, Urlaub, Liebe, Freunde, Blumen, Gras, Wasser, barfuß, Familie, Wärme, Schnee, glitzern, Wald, Bäume, Luft, Essen, Buch, Zeit, Lachen, Postkarten, Musik, Ruhe, Stille, Zusammenhalt	Krieg, Waffen, Ungerechtigkeit, Diktatur, Willkür, Kälte, Schmerz, Blut, Flucht, Angst, Hass, Hunger, Armut, Negativität, Auslachen, Quälen, Folter, Tod, Unwissen, Unklarheit, Depression, Verfall, Bedrücktheit, Zerstörung
original	anonymous	de16	Lübeck, Germany 	Messer, Jagtmesser, Handfeuerwaffe, Dolch, Degen, Rapier, Speer, Schwert, Kompositbogen, Schrootflinte, Zwille, Schleuder, Luftgewehr, Luftpistole, Scharfschützengewehr, Maschienenpistole, Flugabwehrrakete, Bombe, Dynamit, Panzer, Kampfjet, Artillerie, Axt, Knüppel, Hellebarde	Anemone, Distel, Fetthenne, Lilie, Gladiole, Hortensie, Iris, Lavendel, Löwenmäulchen, Löwenzahn, Margerite, Narzisse, Nelke, Orchidee, Pfingstrose, Rittersporn, Rose, Schleierkraut, Sonnenblume, Tulpe, Osterglöckchen, Petunie, Schafgarbe, Maiglöckchen, Mohn	Flöte, Horn, Trompete, Posaune, Tuba, Klarinette, Querflöte, Klavier, Gitarre, Ukulele, Geige, Violine, Bratsche, Kontrabass, Cello, Saxophon, Elektrogitarre, Schlagzeug, Trommel, Harfe, Triangel, Fagott, Rassel, Dudelsack, Mundharmonika	Ameise, Mücke, Wespe, Biene, Hornisse, Schmetterling, Wanze, Nacktschnecke, Weinbergschnecke, Mehlwurm, Regenwurm, Wanze, Heuschrecke, Fliege, Libelle, Hummel, Marienkäfer, Bockkäfer, Mistkäfer, Zikaden, Eintagsfliege, Obstfliege, Grille, Laus, Motte	Sonnenschein, Freunde, Liebespartner, Erfolg, Glück, erfüllt, freundlich, hilfsbereit, zuvorkommend, motiviert, gemütlich, entspannt, satt, ausgelastet, Familie, Rätzeln, Spielen, Gesellschaftsspiele, Sport, Mannschaftssport, Turnier, Feier, Dankbarkeit, Geschenke, Zufriedenheit	Krieg, Leiden, Ekel, Schimmel, Gestank, Tot, Verlust, Schmerz, Hunger, Durst, Einsamkeit, Demut, Verzweiflung, Bedauern, Demenz, Druck, Niederlage, Dunkelheit, Untergang, Weltklima, egoistisch, narzisstisch, selbstsüchtig, verlogen, boshaft
original	anonymous	de17	Berlin, Germany	Messer, Pistole, Schwert, Säbel, Degen, Armbrust, Speer, Morgenstern, Bombe, Sprengstoff, Schlagstock, Keule, Axt, Revolver, Brecheisen, Gewehr, Handgranate, Rakete, Atomwaffe, Pfefferspray, Dolch, Taschenmesser, Mine, Kanone, Beil	Sonnenblume, Rose, Tulpe, Vergissmeinnicht, Pfingstrose, Cleamtis, Nelke, Veilchen, Amaryllis, Gänseblümchen, Butterblume, Löwenzahn, Gerbera, Fuchsia, Orchidee, Schleierkraut, Aster, Hortensie, Flieder, Mohnblume, Löwenmäulchen, Krokus, Schneeglöckchen, Narzisse, Hyazinthe	Klavier, Gitarre, Orgel, Geige, Kontrabass, Cello, Blockflöte, Querflöte, Saxofon, Tuba, Horn, Harfe, Triangel, Trompete, Panflöte, Xylophon, Ukulele, Keyboard, Trommel, Klanghölzer, E-Gitarre, Akkordeon, Schlagzeug, Mundharmonika, Klarinette	Biene, Wespe, Moskito, Fliege, Marienkäse, Maikäfer, Motte, Bremse, Schnake, Spinne, Grashüpfer, Grille, Glühwürmchen, Blattlaus, Ameise, Schmetterling, Floh, Kakerlake, Libelle, Ohrenkneifer, Silberfisch, Feuerwanze, Termite, Gottesanbeterin, Tausendfüßler	Liebe, Freundschaft, Familie, Freizeit, Blumen, Pflanzen, Musik, Bücher, Filme, Essen, Trinken, Zuhause, Garten, Schlaf, Reisen, Kreativität, Wärme, Lachen, Vertrauen, Ästhetik, Zusammensein, Entspannung, Kunst, Freiheit, Frieden	Krieg, Pandemie, Klimakrise, Angst, Dunkelheit, Ungerechtigkeit, Stress, Depression, Kälte, Hass, Wut, Waffen, Armut, Gefahr, Einsamkeit, Weltschmerz, Alleinsein, Krankheit, Tod, Folter, Verbrechen, Katastrophe, Hungersnot, Bedrohung, Schmerz
original	anonymous	de18	Ostercappeln, Deutschland	Messer, Axt, Pistole, Granate, Flammenwerfer, Jagdgewehr, Machete, Pfefferspray, Gift, Maschinengewehr, Dolch, Schwert, Peitsche, Schlagring, Taser, Mine, Atombombe, Bombe, Panzerfaust, Rakete, Bogen, Armbrust, Speer, Lanze, Kanone	Margerite, Tulpe, Rose, Lilie, Geranie, Vergissmeinnicht, Enzian, Lavendel, Sonnenblume, Eisenhut, Gänseblümchen, Veilchen, Stiefmütterchen, Studentenblume, Zierlauch, Krokus, Narzisse, Osterglocke, Schneeglöckchen, Adventsstern, Christrose, Primel, Kornblumen, Hyazinthe, Gerbera	Flöte, Querflöte, Klavier, Gitarre, Keyboard, Dudelsack, Cello, Bratsche, Geige, Violine, Kontrabass, Trommel, Pauke, Trompete, Posaune, Tuba, Klarinette, Oboe, Harfe, Horn, Mandoline, Saxofon, Triangel, Schlagzeug, Ukulele	Käfer, Schmetterling, Raupe, Ameise, Spinne, Langbein, Mücke, Wespe, Biene, Hummel, Grashüpfer, Made, Motte, Kakerlake, Ohrenkneifer, Hornisse, Fliege, Fruchtfliege, Mehlwurm, Holzwurm, Schnecke, Nacktschnecke, Laus, Blattlaus, Floh	Liebe, Zufriedenheit, Ruhe, Entspannung, Freude, Freunde, Sonnenschein, Spaß, Glück, Zusammenhalt, Gemeinschaft, Familie, lieblich, niedlich, süß, schön, wunderbar, Frieden, Zuneigung, Harmonie, warmherzig, liebevoll, warm, nett, sozial	asozial, scheiße, doof, unfreundlich, Hass, Zorn, Krieg, Stress, kalt, hässlich, kacke, Tod, höhnisch, aufgewühlt, Gleichgültigkeit, depressiv, Not, Feinde, Langeweile, einsam, böse, fies, Wut, Unverschämtheit, Bedrängnis 
original	anonymous	de19	Schwäbisch Hall, Germany	Schwert,Dolch,Messer,Taschenmesser,Pistole,Gewehr,Armbrust,PfeilundBogen,Maschinengewehr,Steinschleuder,Katapult,Bombe,Speer,Panzer,Morgenstern,Revolver,Maschinenpistole,Granate,Granatwerfer,Schrotflinte,Degen,Säbel,Axt,Beil,Machete	Gänseblümchen,Vergissmeinnicht,Osterglocke,Tulpe,Rose,Krokos,Edelweiß,Lilie,Hahnenfuß,Wiesenschaumkraut,Schlüsselblume,Margarithe,Lupine,Schachbrettblume,Klematis,Geranie,Sonnenblume,Aurikel,Veilchen,Iris,Maiglöckchen,Hortensie,Löwenzahn,Klatschmohn,Löwenmäulchen	Querflöte,Sopranflöte,Altflöte,Piccoloflöte,Klavier,Clavinova,Keyboard,Kontrabass,Geige,Bratsche,Oboe,Pauke,Schlagzeug,Triangel,Xylophon,Klanghölzer,Rassel,Klarinette,Gitarre,Mundharmonika,Didgeridoo,Ukulele,Maultrommel,Harfe,Saxophon	Biene,Marienköfer,Maikäfer,Junikäfer,Assel,Spinne,Kartoffelkäfer,Tausenfüßler,Regenwurm,Ameise,Schmetterling,Nachtfalter,Motte,Vespe,Hummel,Hirschkäfer,Libelle,Eintagsfliege,Bremse,Raupe,Schnake,Heuschrecke,Schildlaus,Blattlaus,Fruchfliege	Sonne,Geborgenheit,Familie,glücklich,Wachstum,Freiheit,zufrieden,Gesundheit,Zuneigung,Liebe,Kaffee,Zusammenhalt,Pflanzen,Wärme,zuverlässig,Freundschaft,Urlaub,Zuhause,Spaß,Hobby,Essen,emanzipiert,Wertschätzung,Geduld,reflektiert	Hass,Hinterhältigkeit,Hunger,Neid,Unsicherheit,Machtgefälle,Ungleichheit,unzuverlässig,unloyal,unfreundlich,Rassismus,unnötig,Diktatur,Gefangenschaft,Machtlosigkeit,Alptraum,Verlust,Enttäuschung,Betrug,Krankheit,Einsamkeit,Verleumdung,unrechtmäßig,Unecht,gefangen
original	anonymous	de20	Ratingen, Germany	Pistole, Maschinengewehr,Bombe, Messer, Dolch, Säbel, Schwert, Degen, Schrotflinte, Pfefferspray, Elektroschocker, Atombombe, Handgranate, Armbrust, Jagdgewehr, Steinschleuder, Lanze, Giftgas, Rakete, Keule, Mine, Axt, Peitsche, Handwaffe, Gewehr	Rose, Gänseblümchen, Orchidee, Löwenzahn, Tulpe, Geranie, Hortensie, Vergissmeinnicht, Klee, Butterblume, Maiglöckchen, Nelke, Osterglocke, Hyazinthe, Mohn, Veilchen, Clematis, Krokus, Narzisse, Lilie, Stiefmütterchen, Dahlie, Petunie, Ringelblume, Sumpfdotterblume	Blockflöte, Querflöte, Oboe, Klarinette, Saxophon, Fagott, Trompete, Euphoniom, Tuba, Waldhorn, Posaune, Geige, Bratsche, Cello, Kontrabass, Harfe, Klavier, Cembalo, Orgel, Keyboard, Gitarre, Laute, Ukulele, Schlagzeug, Xylophon	Stubenfliege, Biene, Hummel, Wespe, Ameise, Schmetterling, Marienkäfer, Maikäfer, Hirschkäfer, Stechmücke, Obstfliege, Heuschrecke, Grashüpfer, Libelle, Laus, Grille, Wanze, Floh, Zikade, Blattlaus, Zitronenfalter, Motte, Admiral, Glühwürmchen, Hornisse	Nähe, Liebe, Sonne, Zuneigung, Dunkelheit, Urlaub, Freiheit, Regen, Natur, Bewegung, Freundschaft, Familie, Hilfe, Essen, Spaß, Abenteuer, Wärme, Aufmerksamkeit, Musik, Gesang, Stille, Schlaf, Buch, Nervenkitzel, Geschwindigkeit	Hass, Streit, Krieg, Angst, Leere, Depression, Lüge, Scheinheiligkeit, Aggressivität, Wut, Verzweiflung, Stress, Druck, verletzt, Zerrissenheit, Schmerz, Einsamkeit, Mobbing, Gewalt, Trauer, Versagen, Alptraum, Müdigkeit, Nichtstun, Dummheit
