LANG	TYPE	WHO	VERSION	BIRTH PLACE	WEAPONS	FLOWERS	INSTRUMENTS	INSECTS	PLEASANT	UNPLEASANT
fr_CA3	original	anonymous	3.0	Montréal, Canada	couteau, poignard, épée, sabre, fleuret, poing, pistolet, fusil, revolver, mitrailleuse, bazooka, lance-grenade, lance-missile, lance-roquette, canon, tank, missile, bombe atomique, laser, sous-marin, bombardier, chasseur, arc, lance, arbalète	rose, marguerite, amaryllis, muguet, lilas, magnolia, pavot, glaïeul, jacinthe, lavande, hortensia, iris, chrysanthème, œillet, myosotis, tulipe, tournesol, clématite, jasmin, pivoine, violette, cactus, lotus, aster, bégonia	violon, alto, violoncelle, viole, contrebasse, octobasse, picolo, flûte, flûte à bec, haut-bois, haut-bois d'amour, clarinette, saxophone, trompette, trombone, cor, cor anglais, tube, glockenspiel,  xylophone, timbale, cymbale, triangle, guitare, piano	fourmi, abeille, coquerelle, pou, puce, punaise, bourdon, guêpe, termite, mouche, moustique, luciole, scarabée, coccinelle, cigale, éphémère, papillon, libellules, grillons, mite, sauterelles, criquet, puceron, mante, frelon	amour, amitié, famille, enfant, parent, petit-enfant, proche, frère, soeur, mère, père, beauté, musique, été, soleil, campagne, gagner, jouer, collaborer, apprendre, lire, manger, boire, dormir, repos	haine, fraude, mensonge, exploitation, pollution, saleté, guerre, attaque, vol, faim, soif, souffrance, maladie, mort, fatigue, épuisement, colère, suffisance, indifférence, racisme, froid, puanteur, bruit, perdre, conversation cell en public
fr_CA4	original	anonymous	3.0	Montréal, Québec, Canada	couteau, poivre, bâton, fusil, carabine, arc, arbalète, épée, hache, machette, bâton de baseball, fléau, lance, pistolet, massue, bombe, explosif, cocktail molotov, grenade, baillonnette, mousquet, flèche, poignard, matraque, taser	marguerite, verge d'or, asclépiade, hoya, rose, iris, lys, hémérocalle, tulipe, gerbera, hydrangée, hortensia, rhododendron, rose trémière, coqueliquot, oeillet, chrysanthème, pivoine, anémone, cosmos, jonquille, lilas, violette, impatiente, rudbeckie	violon, violoncelle, contrebasse, alto, octobasse, flûte traversière, clarinette, saxophone, hautbois, trompette, trombone, tuba, timbale, bongo, triangle, carillon, claves, xylophone, métallophone, batterie, harpe, piano, djembé, guitare, flûte à bec	mouche, drosophile, papillon, chenille, larve, pupe, libellule, coléoptère, diptère, scarabée, tique, moustique, maringouin, punaise, coccinelle, monarque, mante religieuse, abeille, guêpe, frelon, fourmi, sauterelle, cochenille, croquet, coquerelle	manger, chien, jouer, tricoter, peindre, randonnée, nature, plage, chaleur, fleurs, dessert, voyage, animaux, rivière, amour, loisir, marcher, promenade, douceur, chaleureux, partage, nouveauté, restaurant, gastronomie, entraide	orage, stress, violence, arme, pourriture, obligation, désintéressement, froideur, puanteur, excréments, insectes, glace, blessure, ecchymose, entorse, migraine, maladie, deuil, décès, déception, politique, extrême-droite, guerre, famine, hiver
fr_CH1	original	anonymous	3.0	Alle, Suisse	fusil, baïonnette, pistolet, couteau, poignard, lance, épée, mitrailleuse, revolver, lance-roquettes, carabine, bombe, mitraillette, sabre, machette, canon, grenade, mine, arc, arbalète, lance-missiles, matraque, marteau, ciseaux, lance-grenades	rose, pétunia, hortensia, pissenlit, tulipe, crocus, jonquille, coquelicot, dahlia, cala, pensée, tournesol, lys, géranium, œillet, marguerite, primevère, orchidée, pâquerette, lavande, iris, lila, pivoine, nénuphar, myosotis	piano, clavier, guitare, flûte à bec, flûte traversière, violon, violoncelle, alto, contrebasse, guitare électrique, bass, batterie, cajon, harmonica, accordéon, cornet, trompette, saxophone, harpe, hautbois, clarinette, tuba, orgue, xylophone, tambour	mouche, moustique, abeille, guêpe, moucheron, puceron, tique, frelon, taon, coccinelle, papillon, scarabée, fourmi, punaise, tipule, sauterelle, poux, libellule, demoiselle, hanneton, grillon, cigale, criquet, cafard, puce	vacances, bonheur, joie, paix, santé, bien-être, repas, famille, fête, content, heureux, sourire, rire, paradis, vie, naissance, parfum, chocolat, grillades, dimanche, week-end, richesse, amour, mariage, succès	violence, tristesse, enfer, mal, diable, puant, méchanceté, tuerie, massacre, attentat, accident, maladie, cancer, deuil, décès, divorce, stress, purin, égout, poubelle, déchet, colère, punition, échec, dette
fr_FR1	original	anonymous	1.0	Paris, France	épée, javelin, pistolet, couteau, hache, mitraillette, fusil, katana, lance-pierre, arc, flèche, trident, lance, obus, bombe, canon, revolver, missile, lance-roquette, dynamite, explosifs, char d'assaut, bélier, catapulte, mine	marguerite, rose, bleuet, edelweis, dahlia, géranium, hortensia, lila, lys, pétunia, tournesol, tulipe, orchidée, muguet, coquelicot, pissenlit, bouton d'or, hybiscus, glaïeul, clematite, violette, paquerette, myosotis, mimosa, bégonia	piano, guitare, flûte, triangle, basse, harpe, violon, contrebasse, violoncelle, tambour, percussions, orgue, clavecin, thérémine , basson, accordéon, harmonica, ukulele, clarinette, hautbois, mandoline, saxophone,  synthétiseur, trombone, trompette	araignée, cloporte, papillon, mite, mouche, moucheron, abeille, guèpe, taon, moustique, bourdon, fourmi, papillon de nuit, mille-patte, coccinelle, puceron, scarabée, luciole, cigale, termite, mante religieuse, libellule, grillon, criquet, puce	vacances, bain, montagne, nature, amitié, voyages, rire, musique, fêtes, cadeaux, films, livres, détente, relaxation, musée, art, lit, animaux, repos, silence, découverte, innovation, science, amis, jardinage	maladie, guerre, confinement, virus, dépression, suicide, mort, tristesse, enterrement, perte, solitude, racisme, génocide, torture, homophobie, peur, violence, abus, viol, harcèlement, fatigue, exclusion, catastrophe, changement climatique, pollution
fr_FR2	original	anonymous	3.0	Remiremont, France	pistolet, poignard, couteau, arbalète, fusil, mitraillette, canon, matraque, massue, bombe, grenade, mine, épée, sabre, revolver, arc et flèches, lance-flammes, torpille, lance, harpon, fleuret, gourdin, baillonnette, catapulte, bélier	rose, violette, marguerite, pissenlit, perce-neige, coquelicot, tulipe, muguet, lilas, pivoine, jonquille, camélia, tournesol, pâquerette, dahlia, lys, liseron, iris, coucou, amaryllis, bouton d’or, orchidée, chrysanthème, lupin, hortensia	trompette, piano, violon, alto, contrebasse, violoncelle, tuba, trombone, flûte, cor, hélicon, clavecin, tambour, batterie, ukulele, cymbales, triangle, basse, orgue, bombarde, cloche, biniou, clarinette, hautbois, harmonica	moustique, mouche, papillon, cloporte, pince-oreille, punaise, scarabée, cafard, fourmi, guêpe, abeille, bourdon, taon, moucheron, frelon, mite, puce, sauterelle, grillon, cigale, pou, drosophile, coccinelle, morion, cousin	rêverie, plage, concert, livre, rire, sourire, famille, randonnée, repas, nature, forêt, soleil, ami, dessert, fête, ski, jeu, café, fleur, doux, chat, tamisé, confortable, soie, vacances	guerre, arme, acide, piquant, colère, rage, amer, méchant, sombre, froid, hargne, fatigue, douleur, blessure, haine, bêtise, cri, solitude, laideur, chaos, agressivité, saleté, cauchemar, facture, pétrole
fr_FR3	original	anonymous	3.0	Région de Paris (91), France	couteau, dague, pistolet, fusil, batte, pied de biche, poing américain, fusil à pompe, poignard, bombe, bombe lacrymogène, hache, tomahawk, arc, arc long, faux, glaive, harpon, fusil cranté, bazooka, mine, canif, pic à glace, shuriken, katana	marguerite, tulipe, pâquerette, jonquille, muguet, rose, arum, lilas, lavande, glaïeul, renoncule, edelweiss, violette, pensée, géranium, orchidée, fleur de sureau, fleur d’oranger, bouton d’or, pissenlit, tiaré, jasmin, chardon, souci, hortensia	guitare, basse, batterie, harmonica, banjo, ukulele, flûte, flûte à bec, flûte traversière, harpe, triangle, contrebasse, hautbois, clarinette, xylophone, vibraphone, violon, violoncelle, synthétiseur, piano, clavier, clavecin, guimbarde, orgue, otomatone	criquet, grillon, mouche, abeille, guêpe, frelon, taon, coccinelle, sauterelle, puce, cafard, puceron, tique, blatte, cochenille, pou, fourmi, mille-pattes, mante religieuse, frelon asiatique, moustique, moustique tigre, aoutat, punaise, gendarme	soleil, chaleur, chaton, chiot, amis, douceur, mignon, repos, confort, sécurité, confiance, soupe, miel, vacances, lit, voyage, nourriture, couverture, avion, art, humour, thé, café, lumineux, velours	anxiété, dépression, détresse, perte, sueur, froid, douleur, tristesse, abandon, déchirure, chute, torture, guerre, brûlure, puanteur, viscosité, bruit, endolori, rugueux, accident, manque, surpeuplé, étouffant, vulnérabilité, épié
fr_FR4	original	anonymous	3.0	Grenoble, France	couteau, pistolet, sabre, fusil, dague, massue, épée, lance, arbalète, mitraillette, revolver, lance-roquettes, arc, bombe, batte, flèches, shuriken, drone, fleuret, poignard, baïonnette, hallebarde, hache, cimeterre, carabine	rose, jacinthe, marguerite, pâquerette, lilas, jasmin, primevère, liseron, oiseau de paradis, géranium, magnolia, dahlia, bouton d'or, violette, coquelicot, mimosa, souci, pensée, fleur de cerisier, tulipe, jonquille, narcisse, tournesol, pissenlit, iris	violon, alto, violoncelle, contrebasse, flûte traversière, flûte à bec, clarinette, hautbois, cor anglais, cor, trombone, tuba, euphonium, trompette, harpe, piano, clavecin, saxophone, timbale, marimba, triangle, tambourin, viole de gambe, piccolo, luth	moustique, gendarme, mouche, moucheron, mille-pattes, perce-oreilles, coccinelle, cigale, cafard, blatte, punaise, punaise de lit, puce, puceron, scarabée, hanneton, fourmi, guêpe, abeille, frelon, bourdon, papillon, sauterelle, criquet, libellule	harmonie, beauté, douceur, goût, musique, bière, fleur, fraîcheur, humour, rire, amitié, pensée, art, expression, histoire, imagination, couleur, réussite, sourire, sympathique, rencontre, sucré, lecture, curiosité, apprentissage	canicule, désaccord, violence, rêche, perte, génocide, fermeture d'esprit, lobby, guerre, peur, plastique, incertitude, terreur, injustice, éblouissant, jugement, désemparé, hypocrisie, coupure, gras, brûlant, interdit, tordu, mensonge, étouffant
fr_FR5	original	anonymous	3.0	Saint-Etienne, France	fusil, carabine, canon, flèche, arbalète, arc, catapulte, lance, sabre, fleuret, épée, machette, couteau à cran d'arrêt, glaive, grenade, poing américain, pistolet, lance-flamme, lance-pierre, fronde, barre à mine, nerf de bœuf, corde, mitrailleuse, boomerang	rose, tulipe, glaïeul, œillet, cyclamen, géranium, pétunia, orchidée, hortensia, crocus, lys, pâquerette, jonquille, bleuet, coquelicot, myosotis, véronique, lilas, capucine, muguet, marguerite, agapanthe, primevère, hyacinthe, anémone	harpe, violon, violoncelle, alto, piano, clavecin, orgue, harmonium, harmonica, accordéon, bandoléon, trompette, trombone à coulisses, saxophone, cor, flûte à bec, flûte traversière, triangle, batterie, hautbois, clarinette, djembé, tambour, tambourin, cymbale	fourmi, mouche, moucheron, punaise, puce, puceron, moustique, araignée, abeille, guêpe, frelon, aoûtat, chenille, mille-pattes, ver de terre, limace, escargot, mite, cafard, bourdon, morpion, tarentule, luciole, ver luisant, orvet	propreté, sain, santé, bonté, amitié, amour, naturel, subtilité, raffiné, suranné, délicieux, goûteux, savoureux, excellent, sélecte, ordonné, équilibré, coloré, pastel, acidulé, tendre, doux, vaporeux, élastique, élaboré	visqueux, collant, sale, pouilleux, dégoulinant, pesant, obscur, torve, raide, étouffant, asphyxiant, torride, éreintant, épuisant, hypocrite, mensonger, douloureux, lourd, insipide, prétentieux, fat, abscons, aride, obséquieux, abject
fr_FR6	original	anonymous	3.0	Bresil,Curitiba (until 6 years old) France,La Ciotat for 1 year France, Carnoux(from 7 to 13)	fusil à pompe, pistolet, carabine, épée longue, hache, grenades, fusil d'assaut, couteau de combat, revolver, mitraillette, poignard, arc, gourdin, lance-flammes, arbalète, massue, dague, sarbacane, trident, bombe lacrymogène, marteau, lance, sabre, baïonnette, baton	rose, tulipe, marguerite, pâquerette, jonquille, lys, orchidée, iris, violette, coquelicot, chrysanthème, bleuet, tournesol, lierre, pensée, lavande, lilas, camélia, jacinthe, fleur de cerisier, mimosas, paquerette, géranium, souci, primevère	piano, guitare, violon, flûte traversière, saxophone, trompette, clarinette, batterie, violoncelle, harpe, accordéon, trombone, orgue, mandoline, banjo, contrebasse, cor, xylophone, tambourin, ukulélé, marimba, synthétiseur, clavier, ocarina, basse électrique	papillon, abeille, coccinelle, fourmi, moustique, libellule, criquet, sauterelle, guêpe, scarabée, moucheron, mille-pattes, araignée, chenille, mouche, punaise, puce, taon, bourdon, scolopendre, grillon, cloporte, puceron, éphémère, tique	bonheur, joie, sourire, douceur, lumière, harmonie, chaleur, amitié, liberté, paix, rire, sérénité, bienveillance, plaisir, détente, éclat, gentillesse, réconfort, simplicité, tranquillité, amour, générosité, confort, espoir, enfant	douleur, tristesse, colérique, confusion, obscurité, discorde, froideur, solitude, effroi, haine, souffrance, malaise, déception, agitation, amertume, hostile, injustice, contrainte, anxieux, malveillant, dégoûtant, frustré, rancunier, regretté, méfiant
hi1	original	anonymous	3.0	Delhi, India	हथौड़ा,तलवार,धनुष,भाला,सूरीकेन,प्लेमिंग एरो,लैंतर्न शील्ड, छुरा, कौड़ा, चाकू, बम, हंटर, त्रिशूल, कृपाण, तोप, बन्दूक, तीर, गदा, टैंक, पिस्तौल, ढाल, हथगोला, हँसिया, राइफल, ननचाकू	गुलाब, कमल, चमेली, सूरजमुखी, गुलबहार, कन्द पुष्प, चम्पा, लैवेंडर, गुल मेहँदी, पटसन, अपराजिता, अबोली, अमलतास, आँकुरी बाँकुरी, गेंदे का फूल, गुले अशर्फ़ी, कुंद पुष्प, रात की रानी, मोगरा, चांदनी फूल, गुड़हल का फूल, गुलेतूरा फूल, गुलबहार का फूल, छूईमूई, बोगेनविलिया	गिटार, पियानो, तबला, सारंगी, ढोलक, सितार, हारमोनियम, बीन बाजा, सरोद, वीणा, बाँसुरी, भोंपू, डमरू, नगाड़ा, ढोल, मजीरा, बिगुल, शंख, शहनाई, बैंजो, घंटा, सीटी मशक, बाजा, डफ, यहूदी सारंगी	मकड़ी, तीतली, मच्छर, चींटी, मधुमखी, लकड़कीड़ा, ततैया, दीमक, किलनी, पनबिच्छु, बिच्छु, उजली चींटी, जू,घुन, डंस, तिलचिट्टा, टिड्डी, भवरा, जुगनू, खटमल, मोगरी, झींगा, कनखजूरा, अल्पायु मक्षिका, पिस्सू	मज़ेदार, लंबा, सस्ते, सुंदर, अच्छा, प्यारी, ईमानदार, ज्यादा, बहादुर, ठंडा, मनोरंजक, बढ़िया, प्रसिद्द, वफादार, खुश, विदेशी, कृतज्ञ, उत्तेजित, बुद्धिमान, सांसारिक, दयालु, पवित्र, शांत, सुरक्षित, सीधा	बुरा, छोटा, झूठा, क्रुध, कड़वा, चालाक, निराश, हैरान, सुखा, महंगा, नकली, मोटा, अशुद्ध, गहरा, क्रूय, बेकार, निश्चिन्त, खिन्न, बदनाम, आलसी, कंजूस, गरीब, उदास, गंदा, चेतावनी
hi2	original	anonymous	3.0	New Delhi, India	चाक़ू, गदा, भाला, त्रिशूल, तलवार, तीर, धनुष, बन्दूक, कुल्हाड़ी, छुरा, कोड़ा, तोप, हथगोला, परमाणु बम, बढ़, पिस्तौल, रायफल, हँसिया, जंजीर, कट्टा, गोली, चैन, हंटर, लाठी, ढाल	कमल, गुलाब, गेंदा, सूरजमुखी, मोतिया, रात की रानी, चमेली, चंपा, जूही, रजनीगंधा, कुमुद, गुड़हल, अपराजिता, सदाबहार, मोगरा, नरगिस, नीलकमल, पलाश का फूल, बसंती गुलाब, धतूरा, छुई मुई, कनेर,  मधु मालती, गुलबहार,  अमलतास	बांसुरी, वीणा, सितार, तबला, हारमोनियम, ड्रम, ढोलक, मंजीरा, डमरू, बाजा, सीटी, घुंघरू, शंख, डफली, ढोल, नगाढ़ा, घंटी, घंटा, खंजरी, सारंगी, शहनाई, बिगुल, बीन, बीन बजा, सरोद	मक्खी, मधुमक्खी, चींटी, मकड़ी, तितली, कनखजूरा, मच्छर, मोगरी, केंचुआ, भंवरा, झींगुर, इल्ली, खटमल, पतंगा, टिड्डी, कीट, दीमक, ततैया, बिच्छू, जूँ, जुगनू, घुन, तिलचटटा, झींगा, कीड़ा	सुन्दर, खूबसूरत, नाचना, सुगंध, भजन, सिमरन, सूर्योदय, वानप्रस्थ, कीर्तन, साधना, मुस्कुराना, खेलना, रासलीला, उत्सव, खाना, bajana, संगीत, शादी, दिवाली, होली, पूजा, प्रार्थना, ध्यान, घूमना, दान	रोना, क्रोध, रोष, ईर्ष्या, जलन, मरना, निंदा, चुगली, मारना, खोना, चोरी, गुमना, उदासी, डूबना, लूटना, बेइज़त्ती, तिरस्कार, अपमान, अहंकार, घमंड, गुस्सा, वियोग, अकेलापन, हड़पना, कमज़ोरी
hi3	original	anonymous	3.0	Mumbai, India	तलवार, तीर, बन्दूक, चाकू, बम, बाघ नखा, पत्ता, बाण, शिखंडी, छुरी, कृपाण, तोप, गन, गोला, चक्र, ननचाकू, गोली, धनुष, कटार, भाला, बरछी, रायफल, टैंक, मशीनगन, पिस्तौल	गुलाब, कमल, अपराजिता, चमेली, कुंद पुष्प, रात की रानी, सूरजमुखी, गुड़हल, कन्द पुष्प, चम्पा, चंद्रमल्लिका, सदाबहार, नीलकमल, छूईमूई, गुलमोहर, कामिनी, खसखस, नागफनी, मधु मालती, बनफूल, जंगली मूंग, प्रातः श्री, बूगनबेल, अबोली, अमलतास	सितार , संतूर , हारमोनियम , तबला , ढोल , ढोलक , शंक , सारंगी , शहनाई , सरोद , बांसुरी , तानपुरा , वीणा , एकतारा , ताल, दामलु , सरस्वती  वीणा , रूद्र  वीणा , पुंगी , जल  तारंग , घटम , मिरदंगम , कंजीरा , खरताल, गिटार	मकड़ी, तितली, मच्छर, चींटी, मधुमक्खी, लकड़िकिडा, पत्थरमखी , ततैया, बिच्छू, जू, घुन, भवरा , जुगनू, कीड़ा, मोगरी, झींगा, सिकाडा, पिस्सू, मक्खी, पतंगा, सीप, घोंघा, गिंजाइ, टिड्डा, कनखजूरा	फूल, सुगंध, चिड़िया,  सूरज, चाँद , हरा, नीला, गुलाब, गुलाब जामुन, बर्फी, दिवाली, मिठाई, चाय, चर्चा, परिवार, चित्र, यात्रा, लक्ष्मी, पेड़, पौधे, मोदक, दही, कमल, नाच, गाना	दुर्गन्ध, कचरा, कीड़ा, धूल, युद्ध, बम, हथियार, लाल, खून, मौत, लड़ाई, मारपीट, मैला, खराब, हंगामा, शोर, चिल्लाना, दर, एक्सीडेंट, खतरनाक, आग , खानदान, रावण, सड़ा, खलनायक
hi4	original	anonymous	3.0	Ghaziabad, India	तीर, तलवार, बन्दूक, चाकू, छुरी, डंडा, त्रिशूल, गदा, धनुष, भाला, चक्र, कट्टा, तोप, तोप का गोला, गोली, ढाल, फंदा, कुल्हाड़ी, बम, हथौड़ा, कमान, रॉकेट, मिसाइल, विमान, सूरीकेन	गुलाब, गुड़हल, गेंदा, चंपा, चमेली, हरसिंगार, कमल, सदाबहार, सूरजमुखी, बेला, जूही, डहलिया, लिली, लैवेंडर, गुलमोहर, गुलबहार, मोगरा, आर्किड, रात की रानी, कनेर, खसखस, रजनीगन्धा, मैगनोलिया, रक्त लिली, नारंगी	सितार, हारमोनियम, वीणा, शहनाई, शंख, मंजीरा, तानपुरा, गिटार, बांसुरी, डमरू, बीन, घंटा, ढोल, ढोलक, नगाड़ा, घुंघरू, मुरली, सीटी, तबला, पियानो, ड्रम, बैंजो, बिगुल, घंटी, सारंगी	मछर, मक्खी, केचुआ, पतंगा, तितली, चींटी, चींटा, खटमल, भंवरा, कान खजूरा, ततैया, मधुमक्खी, दीमक, मकड़ी, घुन, जूँ, मकड़ा, टिड्डा, झींगुर, टिड्डी, कीट, जुगनू, कीड़ा, झिंगा, सीप	सूरज, फूल, नदी, पहाड़, कुत्ता, बिल्ली, खाना, शरबत, मां, खुशबू, तारे, छंद, खाना बनाना, दोस्त, बहन, दया, मदद, आभार, गुलाबी, घुंघराले बाल, जलेबी, सागर, प्यार, चहकती चिड़िया, कविता	झूठ, गरमी, कीड़े, बीमरियां, शोर, ट्रैफिक जाम, भुख, लाचारी, डूबना, डांट खाना, बंदिशें, मर्दानगी, ईर्ष्या, मक्कारी, कूड़ा, गंदगी, पक्षपात, सरकार, राजनेता, गरीबी, अनादर, तोरी, दर्द, मच्छर, चोरी
hr1	original	anonymous	1.0	Šibenik, Croatia	pištolj, puška, nož, mačeta, mač, sačmarica, kalašnjikov, zolja, osti, bajuneta, dinamit, bomba, toljaga, luk i strijela, mina, top, raketa, praćka, revolver, snajper, granata, bazuka, beretka, motka, sablja	ruža, ciklama, visibaba, jaglac, šafran, kapari, adam, điran, neven, mak, orhideja, ivančica, tulipan, ljubičica, karanfil, narcis, suncokret, pelagronija, bugenvilija, petunija, tratinčica, krizantema, jasmin, iris, runolist	gitara, violina, viola, violončelo, čelo, diple, gusle, harfa, triangl, frula, flauta, truba, trombon, saksofon, udaraljke, ksilofon, klavir, melodika, klavijature, harmonika, mandolina, klarinet, bubnjevi, rog, oboa	žohar, mrav, osa, pčela, muha, komarac, uloža, češalj, stonoga, smrdljivi martin, buba švaba, gundelj, bubamara, pauk, mušica, krpelj, leptir, uš, strizibuba, skakavac, bogomoljka, stjenica, krijesnica, vilin konjic, krumpirova zlatica	ijubav, zagrljaj, odmor, ljubljenje, sitost, plivanje, ležanje, šetanje, druženje, čitanje, kuhanje, kupanje, čistoća, sigurnost, bezbrižnost, zaštićenost, povjerenje, postignuće, zaljubljenost, oslonac, opuštenost, poletnost, uzbuđenje, samopouzdanje, razumijevanje	glad, žeđ, umor, tuga, razočaranost, ljutnja, nesigurnost, neudobnost, nasilje, neispavanost, neizvjesnost, neurednost, nečistoća, neodgovornost, ponižavanje, bol, nemar, nerazumijevanje, napor, napetost, usamljenost, potištenost, bolest, povreda, pritisak
hr2	original	anonymous	1.0	Zagreb, Croatia	pištolj, puška, mitraljez, beretka, kalašnjikov, haubica, top, minobacač, luk i strijela, raketa, nož, mačeta, revolver, magnum, colt, strojnica, nunčatke, bumerang, nož skakavac, zračnica, snajper, skalpel, bodež, protuavionska obrana, nukelarna bomba	maslačak, narcisa, jaglac, šafran, visibaba, ljiljan, zumbul, jorgovan, kala, hosta, tulipan, hortenzija, orhideja, neven, tratinčica, suncokret, ruža, ljubičica, afrička ljubičica, lavanda, sjedač, krizantema, klinček, cinija, maćuhica	violina, gitara, viola, bas, kontrabas, violončelo, harpa, klavir, glasovir, klavičembalo, čembalo, citra, lutnja, flauta, blok flauta, saksofon, klarinet, tuba, truba, trombon, dvojnice, gusle, kastanjete, gajde, bubnjevi	muha, komarac, pauk, bubamara, božja ovčica, osa, pčela, leptir, skakavac, cvrčak, zrikavac, žohar, stjenica, uholaža, stonoga, smrdljivi martin, buha, uš, stršljan, jelenak, mrav, crveni mrav, žuti mrav, noćni leptir, gusjenica	ugoda, radost, toplina, sunce, šalica, deka, krevet, smijeh, razgovor, ručak, kolač, godišnji odmor,  praznici, more, ljeto, bicikl, ljubaznost, pristojnost, priča, plaža, vrt, bregovi, brežuljci, zelenilo, park	rat, borba, šutnja, prijetnja, vrijeđanje, zlostavnjanje, maltretiranje, ucjena, testiranje, ogovaranje, trač, prisila, ignoriranje, vrućina, hladnoća, znoj, prljavština, masnoća, glad, bol, bolest, gnoj, prišt, poremećaj, omalovažavanje
hr3	original	anonymous	1.0	Koprivnica, Croatia	pištolj, puška, nož, bomba, zolja, top, granata, snajper, zračnica, mač, mačeta, katana, strijela, toljaga, koplje, kalašnjikov,  strojnica, minobacač, revolver, sablja, bodež, praćka, samostrel, katapult, raketa	tratinčica, ivančica, maslačak, jaglac, visibaba, tulipan, suncokret, ruža, šafran, zvončić, ciklama, iris, gladiola, božur, kala, karanfil, narcisa, mimoza, đurđica, jasmin, krizantema, ljubičica, orhideja, lavanda, ljiljan	violina, violončelo, viola, kontrabas, bubanj, činele, zvečke, triangl, akustička gitara, električna gitara, bas gitara, flauta, blok flauta, frula, truba, klavir, piano, sintisajzer, harmonika, harfa, tuba, rog,  usna harmonika, klarinet, ksilofon	pauk, bubamara, pčela, osa, bumbar, obad, skakavac, mrav, leptir, žohar, bogomoljka, stonoga, muha, komarac, mušica, vretence, jelenjak, zlatica, moljac, cvrčak, stjenica, ploštica, smrdljivi martin, strizibuba, krijesnica	zagrljaj, poljubac, šećer, kupka, čaj, kava, lavanda, voda, hrana, omekšivač, glatko, seks, smijeh, znatiželja, svijeća, žaruljice, bor, Božić, prijatelji, roštilj, šuma, Netflix, HBO, deka, krevet	silovanje, otmica, rat, vojska, oružje, ubojstvo, uhođenje, narcizam, psihopat, patologija, patološki, lažljivac, prevarant, neželjeno, bolno, glupo, prljavo, vulgarno, nasilje, vikanje, bahato, bezobrazno, nezdravo, naporno, vrijeđanje
hr4	original	anonymous	1.0	Austria, Croatia	nož, sablja, bodež, jednoručni mač, dvoručni mač, koplje, buzdovan, šuriken, katana, luk i strijela, praćka, pištolj, revolver, karabin, musketa, poluautomatska puška, automatska puška, malokalibarska puška, ručna granata, ručni bacač, nunčake, ratna sjekira, samostrel, minobacač, helebarda	jaglac, ljubičica, šafran, orhideja, ruža, ciklama, rododendron, surfinija, pelargonija, begonija, tulipan, gladiola, narcisa, žalfija, kadulja, tratinčica, mak, petunije, karanfil, mimoza, zumbul, iris, božur, bugenvilija, đurđica	gitara, kitara, lira, violina, viola, violončelo, bas, kontrabas, tuba, oboa, saksofon, klavir, klarinet, činjele, truba, timpani, čembalo, harmonika, usna harmonika, gusle, gajde, frula, bubnjevi, klavijature, električna gitara	mrav, komarac, muha, bogomoljka, pauk, grinja, krpelj, uš, libela, pčela, osa, bumbar, stršljen, jelenak, obad, kišna glista, puž, skakavac, grilja, cvrčak, krijesnica, leptir, moljac, termit, crv	toplina, ljubav, orgazam, mir, tišina, glazba, lijepo, slatko, ugodno, društveno, čisto, uredno, spokojno, intelektualnost, uravnoteženost, svjetlo, svijetlo, smireno, blago, nenametljivo, sustretljivo, prijateljstvo, seks, samozadovoljavanje, zadovoljstvo	hladnoća, mržnja, frigidnost, buka, kaos, neskladnost, neuravnoteženost, neugoda, prljavo, nečisto, okaljano, nevaljano, mrsko, neprijateljstvo, svađa, tučnjava, silovanje, mučenje, sadizam, mazohizam, pedofilija, nekrofilija, neiskrenost, prijetvornost, borba
hr5	original	anonymous	1.0	Zagreb, Croatia	puška, pištolj, bodež, luk i strijela, mitraljez, top, granata, ručna bomba, mina, koplje, mač, sablja, buzdovan, šuriken, raketa, nuklearna bomba, nunčake, tenk, vojni zrakoplov, ratni brod, biološko oružje, kemijsko oružje, sjekira, toljaga, bazuka	ruža, karanfil, ljiljan, tratinčica, ivančica, orhideja, neven, livadni zvončić, mak, ljubičica, maćuhica, visibaba, šafran, šumarica, ciklama, gerber, georgina, iris, vodenčica, đurđica, lopoč, pelargonija, petunika, geranij, kamelija	gitara, lutnja, violina, bubanj, klavir, klarinet, flauta, frula, truba, orgulje, ukulele, violončelo, viola, kontrabas, tambura, oboa, tuba, trombon, činele, ksilofon, blok flauta, saksofon, fagot, harmonika, bendžo	muha, skakavac, pauk, mrav, smrdljivi martin, žohar, pčela, osa, stršljen, obad, komarac, jelenak, buba mara, leptir, noćni leptir, vilin konjic, moljac, hrušt, bogomoljka, zrikavac, cvrčak, krijesnica, vinska mušica, termit, štriga	udobnost, sreća, smijeh, toplina, ljubav, radost, zadovoljstvo, polet, ljepota, blagostanje, mir, veselje, kava, dobrota, ljubaznost, meko, sigurno, ukusno, opuštajuće, uzbudljivo, ispunjenost, mašta, čistoća, olakšanje, ushit	strah, hladnoća, užas, ljutitost, nepravda, bol, praznina, nemoć, nemir, napetost, mučno, pakost, zlo, slabost, neugoda, stid, poniženje, neuspjeh, bezobrazluk, nervoza, jal, bodljikavo, lažno, izdaja, gušenje
